Choose the category that suits you most.,Area of Study,What is your current level of study?,What year of study are you in?,In which county is your institution located?,What is the ownership nature of your institution?,How satisfied are you with the quality of training provided in your course?,Training Aspects:Teaching quality,Clinical exposure,Assessment Methods,Learning Resources,Support from faculty,How do you perceive your career opportunities after qualification?,How satisfied are you with expected remuneration after qualification?,How do you view your prospects for career progression after qualification?,Who played the strongest role in influencing your decision to choose your current course?,Other (please specify),Did you receive any structured career guidance before choosing this course?,How satisfied were you with the career guidance you received before selecting this course?,"In hindsight, do you feel the guidance you received was sufficient to help you make an informed decision?",What type of additional guidance would have better supported your career choice?,Other (please specify),Was a health science course your first choice?,Factors in your career choice:Personal interest,Work-life balance,Income and job security,Prestige,Family expectations,Opportunities for advancement,Desire to serve the society,Where do you intend to work after graduation?,How likely are you to seek employment outside Kenya within the first 5 years after graduation?,"If you intend to migrate, please rank the following reasons in order of importance : Better remuneration",Better working conditions,Career growth opportunities,Desire for specialization training,Family relocation,Political/economic stability,Personal preference,"Knowing what you know now, would you still choose to study the same course?",Have you ever considered dropping out of the health science course?,Affect your medical training experience: Stress,Long journey/commute,Feeling emotionally drained,High workload,Frequent examinations,High faculty demands,Dislocation from family and friends,Financial strains,Loss of interest in the course,Inadequate role models,Experience of verbal or physical violence,I feel supported by my institution,I am confident in my clinical skills,Would you recommend this course to a friend or family member?
Student,Medicine and Surgery,Diploma,4th,Nyamira,Public,Satisfied,Good,Neutral,Neutral,Good,Good,Good,Satisfied,Good,Parents/Family,,"Yes, formal/structured guidance",Satisfied,Somewhat,Exposure to healthcare professionals,,Yes,Important,Important,Important,Important,Important,Important,Important,Abroad,Likely,2,1,3,5,6,7,4,Yes,Rarely,1,3,4,5,6,2,7,8,9,10,11,Neutral,Neutral,No
Student,Clinical Medicine,Undergraduate,5th and above,Meru,Private not for profit (Faith Based),Satisfied,Good,Neutral,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Somewhat,More information on job prospects,,Yes,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Important,Undecided,Likely,5,1,2,3,6,7,4,No,Rarely,1,2,4,3,7,5,8,9,6,10,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Uasin Gishu,Public,Satisfied,Good,Excellent,Good,Excellent,Good,Good,Satisfied,Good,Teachers/School Counsellors,,"Yes, formal/structured guidance",Very satisfied,Yes,Information on remuneration and working conditions,,Yes,Important,Very Important,Moderately important,Moderately important,Moderately important,Important,Very Important,In my home country,Very unlikely,4,2,5,3,7,6,1,Yes,Never,1,9,3,4,8,7,10,2,5,6,11,Agree,Neutral,Yes
Student,Medicine and Surgery,Diploma,3rd,Kisumu,Private for profit,Satisfied,Good,Good,Excellent,Good,Good,Very Good,Very satisfied,Excellent,My own personal research,,"Yes, formal/structured guidance",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Undecided,Very likely,5,2,1,4,7,6,3,Yes,Never,4,5,1,6,10,7,8,3,11,2,9,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Diploma,3rd,Taita - Taveta,Public,Very satisfied,Excellent,Excellent,Good,Excellent,Excellent,Very Good,Satisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Satisfied,Yes,More information on job prospects,,Yes,Very Important,Important,Important,Important,Moderately important,Important,Important,In my home country,Likely,2,3,5,1,6,7,4,Yes,Never,1,3,4,2,5,6,7,8,9,10,11,Agree,Agree,Yes
Student,Clinical Medicine,Undergraduate,4th,Nakuru,Public,Very satisfied,Excellent,Excellent,Excellent,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,More information on job prospects,,Yes,Very Important,Very Important,Very Important,Not important,Somewhat important,Very Important,Very Important,In my home country,Very unlikely,3,1,2,5,7,4,6,No,Sometimes,4,2,3,1,5,6,7,8,9,10,11,Agree,Strongly agree,Not Sure
Student,Clinical Medicine,Undergraduate,4th,Kisumu,Private for profit,Very satisfied,Good,Excellent,Neutral,Excellent,Neutral,Poor,Dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Important,Important,Important,Important,Important,Important,Abroad,Neither likely nor unlikely,2,3,4,1,5,6,7,No,Sometimes,1,2,4,5,6,7,10,3,11,8,9,Agree,Strongly agree,No
Student,Clinical Medicine,Undergraduate,4th,Kisumu,Private for profit,Satisfied,Good,Good,Good,Neutral,Good,Neutral,Dissatisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Moderately important,Important,Very Important,Very Important,Abroad,Likely,5,2,4,3,7,6,1,No,Rarely,3,5,1,4,7,6,8,2,9,10,11,Agree,Agree,No
Student,Medicine and Surgery,Diploma,4th,Kiambu,Private for profit,Neither satisfied nor dissatisfied,Good,Neutral,Neutral,Neutral,Neutral,Good,Satisfied,Excellent,Parents/Family,,"Some guidance, but informal",Very satisfied,Yes,More information on job prospects,,Yes,Very Important,Very Important,Very Important,Moderately important,Very Important,Very Important,Moderately important,Abroad,Neither likely nor unlikely,2,1,3,5,6,7,4,Yes,Never,1,4,3,2,8,6,7,5,9,11,10,Disagree,Agree,Yes
Student,Clinical Medicine,Undergraduate,4th,Kiambu,Public,Satisfied,Excellent,Good,Excellent,Good,Good,Poor,Neither satisfied nor dissatisfied,Good,My own personal research,,"Some guidance, but informal",Satisfied,No,More information on job prospects,,Yes,Very Important,Important,Very Important,Moderately important,Somewhat important,Very Important,Important,In my home country,Likely,1,2,3,4,6,5,7,No,Never,5,7,4,3,2,1,8,6,10,9,11,Agree,Strongly agree,Not Sure
Student,Clinical Medicine,Undergraduate,3rd,Kisumu,Private for profit,Satisfied,Good,Good,Good,Good,Neutral,Very Good,Satisfied,Excellent,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Important,Important,Very Important,Important,Very Important,Abroad,unlikely,1,2,4,3,5,6,7,Yes,Never,1,2,3,4,5,6,7,8,9,10,11,Agree,Strongly agree,Yes
Student,Clinical Medicine,Diploma,3rd,Nakuru,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,Clinical Medicine,Undergraduate,5th and above,Kisumu,Private not for profit (Faith Based),Satisfied,Good,Good,Neutral,Neutral,Poor,Very Good,Very satisfied,Good,My own personal research,,"Some guidance, but informal",Satisfied,Somewhat,Exposure to healthcare professionals,,No,Very Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Moderately important,Abroad,Very likely,2,1,4,3,6,7,5,Yes,Never,2,9,3,4,5,8,6,1,10,7,11,Neutral,Strongly agree,Yes
Student,Clinical Medicine,Undergraduate,3rd,Kirinyaga,Public,Satisfied,Good,Neutral,Good,Good,Poor,Neutral,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Moderately important,Important,Somewhat important,Important,Important,Very Important,Undecided,Likely,6,4,3,2,7,5,1,Yes,Never,10,1,6,3,5,4,2,7,11,8,9,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Kisumu,Private for profit,Satisfied,Excellent,Excellent,Excellent,Good,Good,Good,Satisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,In my home country,Neither likely nor unlikely,1,3,2,4,7,6,5,Not sure,Sometimes,3,6,9,4,2,5,7,1,10,11,8,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Uasin Gishu,Public,Satisfied,Good,Excellent,Good,Good,Neutral,Very Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Somewhat important,Not important,Moderately important,Important,Abroad,Very likely,1,4,2,3,7,5,6,Not sure,Rarely,6,10,2,3,5,4,11,1,7,8,9,Disagree,Neutral,Yes
Student,Clinical Medicine,Undergraduate,4th,Nakuru,Public,Satisfied,Good,Neutral,Good,Good,Good,Poor,Dissatisfied,Poor,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Very Important,Very Important,Important,Important,Very Important,Undecided,Neither likely nor unlikely,1,3,5,4,7,2,6,No,Sometimes,1,6,3,2,7,4,9,5,10,8,11,Neutral,Neutral,No
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Public,Satisfied,Good,Excellent,Good,Good,Good,Neutral,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Better understanding of academic demands,,Yes,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Abroad,Likely,5,4,1,2,6,7,3,Yes,Sometimes,1,5,6,3,7,4,8,2,10,9,11,Agree,Strongly agree,Yes
Student,Clinical Medicine,Undergraduate,2nd,Kisumu,Private not for profit (Faith Based),Very satisfied,Excellent,Excellent,Excellent,Good,Good,Very Good,Satisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Not important,Not important,Very Important,Very Important,In my home country,Very likely,3,4,2,1,5,7,6,Yes,Never,7,11,2,3,4,5,6,1,10,8,9,Neutral,Strongly agree,Yes
Student,Clinical Medicine,Undergraduate,5th and above,Nakuru,Public,Satisfied,Good,Good,Good,Neutral,Neutral,Neutral,Neither satisfied nor dissatisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Career counselling sessions,,Yes,Very Important,Very Important,Very Important,Moderately important,Somewhat important,Important,Important,Undecided,Likely,4,2,3,1,6,7,5,Not sure,Never,2,11,1,3,7,6,8,4,10,5,9,Neutral,Strongly agree,No
Student,Medicine and Surgery,Diploma,4th,Machakos,Public,Satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Satisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In my home country,Likely,2,3,4,5,7,6,1,Yes,Sometimes,2,6,3,9,7,8,10,1,5,4,11,Agree,Strongly agree,Yes
Student,Clinical Medicine,Undergraduate,4th,Meru,Public,Neither satisfied nor dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,Dissatisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Somewhat,Information on remuneration and working conditions,,Yes,Moderately important,Moderately important,Moderately important,Moderately important,Important,Moderately important,Important,In my home country,unlikely,1,3,2,4,5,6,7,No,Sometimes,1,8,2,3,4,5,6,7,9,10,11,Neutral,Agree,Not Sure
Student,Medicine and Surgery,Undergraduate,1st,Uasin Gishu,Public,Satisfied,Good,Neutral,Good,Good,Neutral,Good,Satisfied,Excellent,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Very Important,Not important,Somewhat important,Very Important,Very Important,Abroad,Very likely,4,1,3,2,7,6,5,Yes,Rarely,3,2,4,1,6,8,9,5,10,7,11,Neutral,Neutral,Yes
Student,Clinical Medicine,Undergraduate,4th,Kiambu,Public,Satisfied,Excellent,Excellent,Good,Good,Neutral,Neutral,Very dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,More information on job prospects,,Yes,Very Important,Very Important,Very Important,Moderately important,Very Important,Very Important,Very Important,In my home country,Likely,3,2,1,4,6,7,5,No,Never,1,2,4,5,3,6,7,8,9,10,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,1st,Uasin Gishu,Public,Neither satisfied nor dissatisfied,Neutral,Good,Good,Good,Good,Good,Satisfied,Good,My own personal research,,"Yes, formal/structured guidance",Neither satisfied nor dissatisfied,Somewhat,Information on remuneration and working conditions,,Yes,Somewhat important,Important,Important,Moderately important,Important,Important,Important,Abroad,Likely,1,3,2,5,7,6,4,Yes,Rarely,4,9,2,1,5,3,6,7,11,8,10,Neutral,Agree,Yes
Student,Nursing and midwifery,Diploma,2nd,Migori,Public,Satisfied,Good,Good,Good,Neutral,Good,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Somewhat,More information on job prospects,,No,Important,Very Important,Very Important,Important,Very Important,Very Important,Important,Abroad,Likely,2,3,4,7,6,1,5,Yes,Never,1,2,3,6,7,8,5,4,9,10,11,Neutral,Agree,Yes
Student,Physiotherapy ,Undergraduate,1st,Kakamega,Public,Neither satisfied nor dissatisfied,Neutral,Good,Neutral,Good,Neutral,Good,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Yes, formal/structured guidance",Very dissatisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Important,Somewhat important,Moderately important,Not important,Very Important,Very Important,Undecided,Likely,4,2,3,1,7,6,5,Yes,Rarely,2,7,3,5,8,4,9,1,10,6,11,Disagree,Neutral,Yes
Student,Nursing and midwifery,Undergraduate,2nd,Kisii,Public,Satisfied,Good,Good,Good,Good,Good,Very Good,Very satisfied,Excellent,My own personal research,,"Some guidance, but informal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,Medicine and Surgery,Undergraduate,2nd,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Good,Good,Good,Neutral,Neutral,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Satisfied,No,Better understanding of academic demands,,Yes,Very Important,Important,Important,Somewhat important,Moderately important,Very Important,Important,Undecided,Likely,1,2,6,3,7,5,4,Yes,Rarely,3,6,2,1,7,4,8,5,9,10,11,Neutral,Neutral,Not Sure
Student,Medicine and Surgery,Undergraduate,4th,Kiambu,Public,Satisfied,Excellent,Excellent,Good,Excellent,Good,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Abroad,Very likely,6,3,2,1,7,4,5,Yes,Never,3,1,2,5,7,6,10,8,11,9,4,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,2nd,Kakamega,Public,Neither satisfied nor dissatisfied,Neutral,Poor,Good,Good,Neutral,Neutral,Dissatisfied,Neutral,"Media (internet, TV, social media)",,"Some guidance, but informal",Dissatisfied,No,Information on remuneration and working conditions,,Yes,Very Important,Somewhat important,Very Important,Very Important,Very Important,Very Important,Moderately important,Abroad,Neither likely nor unlikely,2,6,3,1,7,4,5,Yes,Never,3,11,2,5,8,4,10,1,6,9,7,Neutral,Strongly disagree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Good,Excellent,Neutral,Good,Neutral,Poor,Dissatisfied,Neutral,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Important,Moderately important,Somewhat important,Important,Important,Very Important,In my home country,Very unlikely,6,2,5,1,4,3,7,Not sure,Sometimes,3,4,5,1,7,6,8,2,10,9,11,Neutral,Strongly agree,Yes
Student,Nursing and midwifery,Undergraduate,2nd,Kisii,Public,Satisfied,Excellent,Excellent,Good,Good,Good,Good,Neither satisfied nor dissatisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Important,Moderately important,Somewhat important,Moderately important,Very Important,Abroad,Likely,3,4,1,2,7,5,6,Not sure,Rarely,3,10,4,1,8,5,6,2,7,9,11,Neutral,Strongly agree,Yes
Student,Nursing and midwifery,Diploma,3rd,Kirinyaga,Private not for profit (Faith Based),Satisfied,Good,Good,Good,Neutral,Neutral,Neutral,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Better understanding of academic demands,,Yes,Important,Important,Important,Important,Moderately important,Important,Important,In my home country,unlikely,1,2,3,6,4,7,5,Yes,Rarely,1,2,3,4,5,6,7,8,9,10,11,Disagree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Meru,Public,Dissatisfied,Very Poor,Neutral,Poor,Poor,Poor,Poor,Neither satisfied nor dissatisfied,Poor,Peers/Friends,,"Yes, formal/structured guidance",Dissatisfied,Somewhat,Better understanding of academic demands,,No,Moderately important,Moderately important,Moderately important,Somewhat important,Moderately important,Important,Moderately important,Undecided,Likely,3,1,2,4,5,6,7,No,Sometimes,1,2,3,4,5,6,7,8,9,10,11,Disagree,Neutral,No
Student,Clinical Medicine,Undergraduate,2nd,Vihiga,Public,Very satisfied,Good,Good,Good,Neutral,Neutral,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Career counselling sessions,,Yes,Important,Moderately important,Important,Very Important,Very Important,Very Important,Very Important,Abroad,Very likely,7,4,2,3,5,1,6,Yes,Rarely,2,11,5,1,6,3,8,4,9,10,7,Neutral,Agree,Yes
Student,Clinical Medicine,Undergraduate,5th and above,Kakamega,Public,Satisfied,Excellent,Excellent,Neutral,Good,Poor,Poor,Dissatisfied,Neutral,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Very Important,Not important,Not important,Very Important,Very Important,In my home country,unlikely,1,2,3,4,5,7,6,No,Always,3,8,2,5,4,7,6,9,10,11,1,Neutral,Agree,No
Student,Medicine and Surgery,Undergraduate,5th and above,Nakuru,Public,Very satisfied,Excellent,Excellent,Excellent,Good,Excellent,Good,Satisfied,Neutral,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Important,Important,Important,Important,Very Important,Very Important,In my home country,Neither likely nor unlikely,5,3,2,1,4,6,7,Yes,Never,4,6,8,1,7,2,5,3,9,10,11,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Good,Excellent,Good,Neutral,Neutral,Good,Dissatisfied,Excellent,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Important,Moderately important,Important,Not important,Somewhat important,Important,Important,In my home country,unlikely,1,3,4,2,6,7,5,Not sure,Rarely,1,8,2,3,4,5,6,10,9,7,11,Neutral,Neutral,Yes
